"";"COD6D";"COD7D";"Município";"population.Homens";"icsap_n.Homens";"it_n.Homens";"icsap_prop.Homens";"icsap_rate.Homens";"population.Mulheres";"icsap_n.Mulheres";"it_n.Mulheres";"icsap_prop.Mulheres";"icsap_rate.Mulheres";"icsap_prop_ratio";"icsap_rate_ratio"
"3257";"261460";"2614600";"Tabira (PE)";12967;388;841;0,461355529131986;299,22109971466;13460;438;1226;0,357259380097879;325,408618127786;0,774368914078135;1,08751895651108
"3259";"261470";"2614709";"Tacaimbó (PE)";6256;25;159;0,157232704402516;39,9616368286445;6469;35;167;0,209580838323353;54,1041892100788;1,33293413173653;1,35390323079301
"3261";"261480";"2614808";"Tacaratu (PE)";11159;40;199;0,201005025125628;35,8455058697016;10909;50;279;0,17921146953405;45,8337152809607;0,8915770609319;1,2786460720506
"3263";"261485";"2614857";"Tamandaré (PE)";10410;93;371;0,250673854447439;89,3371757925072;10305;118;484;0,243801652892562;114,507520621058;0,972585088420866;1,28174547275829
"3265";"261500";"2615003";"Taquaritinga do Norte (PE)";12332;117;401;0,291770573566085;94,8751216347713;12571;126;543;0,232044198895028;100,230689682603;0,795296784247061;1,05644860270586
"3267";"261510";"2615102";"Terezinha (PE)";3271;24;121;0,198347107438017;73,3720574747784;3466;44;132;0,333333333333333;126,947489901904;1,68055555555556;1,73018849778804
"3269";"261520";"2615201";"Terra Nova (PE)";4723;141;278;0,507194244604317;298,539064154139;4555;146;344;0,424418604651163;320,5268935236;0,836796965198747;1,07365143128508
"3271";"261530";"2615300";"Timbaúba (PE)";25904;212;1164;0,18213058419244;81,8406423718345;27921;200;1469;0,136147038801906;71,6306722538591;0,74752430738405;0,875245723615078
"3273";"261540";"2615409";"Toritama (PE)";17421;72;354;0,203389830508475;41,3294299982779;18133;78;500;0,156;43,0154966083935;0,767;1,04079578668726
"3275";"261550";"2615508";"Tracunhaém (PE)";6363;53;248;0,213709677419355;83,2940436900833;6692;33;314;0,105095541401274;49,3126120741183;0,491767816368225;0,592030472882292
"3277";"261560";"2615607";"Trindade (PE)";12896;165;419;0,393794749403341;127,946650124069;13220;187;882;0,212018140589569;141,452344931921;0,538397581254724;1,10555723651034
"3279";"261570";"2615706";"Triunfo (PE)";7180;229;656;0,349085365853659;318,941504178273;7826;309;845;0,365680473372781;394,837720419116;1,04753882328622;1,23796280899967
"3281";"261580";"2615805";"Tupanatinga (PE)";12115;102;290;0,351724137931034;84,1931489888568;12310;129;343;0,376093294460641;104,792851340374;1,06928485679986;1,24467195489081
"3283";"261590";"2615904";"Tuparetama (PE)";3852;178;359;0,495821727019499;462,097611630322;4073;177;399;0,443609022556391;434,569113675424;0,894694601672721;0,940427093189737
"3285";"261600";"2616001";"Venturosa (PE)";7860;110;352;0,3125;139,949109414758;8192;157;491;0,319755600814664;191,650390625;1,02321792260692;1,36942915482955
"3287";"261610";"2616100";"Verdejante (PE)";4484;95;254;0,374015748031496;211,864406779661;4658;129;372;0,346774193548387;276,9428939459;0,927164685908319;1,30717045942465
"3289";"261618";"2616183";"Vertente do Lério (PE)";3867;39;163;0,239263803680982;100,853374709077;4006;42;280;0,15;104,842735896156;0,626923076923077;1,03955605053958
"3291";"261620";"2616209";"Vertentes (PE)";8936;30;168;0,178571428571429;33,5720680393912;9286;44;335;0,13134328358209;47,3831574413095;0,735522388059701;1,41138631631847
"3293";"261630";"2616308";"Vicência (PE)";15183;194;719;0,269819193324061;127,774484620958;15549;177;834;0,212230215827338;113,83368705383;0,786564562782764;0,890895294091906
"3295";"261640";"2616407";"Vitória de Santo Antão (PE)";62409;1005;3719;0,270233933853186;161,034466182762;67565;1224;4928;0,248376623376623;181,158884037593;0,919117076952898;1,12496963123405
"3297";"261650";"2616506";"Xexéu (PE)";6995;47;217;0,216589861751152;67,1908506075768;7098;56;238;0,235294117647059;78,8954635108481;1,08635794743429;1,17419950480507
"3299";"270010";"2700102";"Água Branca (AL)";9655;219;458;0,478165938864629;226,825479026411;9722;239;560;0,426785714285714;245,834190495783;0,892547292889759;1,08380324622684
"3301";"270020";"2700201";"Anadia (AL)";8569;121;377;0,320954907161804;141,206675224647;8855;120;441;0,272108843537415;135,516657255788;0,847810198459549;0,95970432729326
"3303";"270030";"2700300";"Arapiraca (AL)";101884;1692;6188;0,273432449903038;166,071218248204;112122;1837;6921;0,265424071665944;163,839389236724;0,970711675809021;0,986561012588323
"3305";"270040";"2700409";"Atalaia (AL)";22209;259;956;0,27092050209205;116,619388536179;22113;275;1117;0,246195165622202;124,361235472347;0,908735823686585;1,06638559019511
"3307";"270050";"2700508";"Barra de Santo Antônio (AL)";7077;60;263;0,228136882129278;84,7816871555744;7153;58;383;0,151436031331593;81,0848594995107;0,663794604003481;0,956395917796729
"3309";"270060";"2700607";"Barra de São Miguel (AL)";3763;18;111;0,162162162162162;47,8341748604837;3811;17;167;0,101796407185629;44,6077145106271;0,627744510978044;0,932549053908277
"3311";"270070";"2700706";"Batalha (AL)";8386;175;441;0,396825396825397;208,681135225376;8690;237;572;0,414335664335664;272,727272727273;1,04412587412587;1,30690909090909
"3313";"270080";"2700805";"Belém (AL)";2222;30;105;0,285714285714286;135,013501350135;2329;18;120;0,15;77,286389008158;0,525;0,572434521253757
"3315";"270090";"2700904";"Belo Monte (AL)";3550;18;91;0,197802197802198;50,7042253521127;3480;25;115;0,217391304347826;71,8390804597701;1,09903381642512;1,41682630906769
"3317";"270100";"2701001";"Boca da Mata (AL)";12769;125;424;0,294811320754717;97,8933354217245;13007;159;586;0,271331058020478;122,241869762436;0,920354948805461;1,24872514799723
"3319";"270110";"2701100";"Branquinha (AL)";5379;33;161;0,204968944099379;61,3496932515337;5204;22;225;0,0977777777777778;42,2751729438893;0,477037037037037;0,689085318985396
"3321";"270120";"2701209";"Cacimbinhas (AL)";5048;29;160;0,18125;57,4484944532488;5147;22;139;0,158273381294964;42,7433456382359;0,873232448523939;0,744028995799361
"3323";"270130";"2701308";"Cajueiro (AL)";10078;144;403;0,357320099255583;142,885493153403;10331;116;471;0,246284501061571;112,283418836511;0,689254541165369;0,785827982662752
"3325";"270135";"2701357";"Campestre (AL)";3288;12;45;0,266666666666667;36,4963503649635;3310;14;49;0,285714285714286;42,2960725075529;1,07142857142857;1,15891238670695
"3327";"270140";"2701407";"Campo Alegre (AL)";25025;287;732;0,39207650273224;114,685314685315;25791;263;835;0,31497005988024;101,973556667054;0,803338271192806;0,88915967093834
"3329";"270150";"2701506";"Campo Grande (AL)";4437;72;221;0,32579185520362;162,271805273834;4595;85;252;0,337301587301587;184,983677910773;1,03532848324515;1,13996191512514
"3331";"270160";"2701605";"Canapi (AL)";8662;39;150;0,26;45,0242438235973;8588;29;189;0,153439153439153;33,7680484396833;0,59015059015059;0,749997014319324
"3333";"270170";"2701704";"Capela (AL)";8430;122;338;0,36094674556213;144,721233689205;8647;141;393;0,358778625954198;163,062333757372;0,993993242397697;1,12673399473332
"3335";"270180";"2701803";"Carneiros (AL)";4058;18;67;0,26865671641791;44,3568260226713;4232;15;109;0,137614678899083;35,4442344045369;0,512232415902141;0,799070573408948
"3337";"270190";"2701902";"Chã Preta (AL)";3644;22;76;0,289473684210526;60,3732162458836;3502;26;116;0,224137931034483;74,2432895488292;0,774294670846395;1,22973885052697
"3339";"270200";"2702009";"Coité do Nóia (AL)";5422;43;203;0,211822660098522;79,3065289561048;5504;47;209;0,22488038277512;85,3924418604651;1,06164459775231;1,07673911573824
"3341";"270210";"2702108";"Colônia Leopoldina (AL)";10073;68;287;0,236933797909408;67,5071974585526;9946;85;412;0,20631067961165;85,4614920571084;0,870752427184466;1,26596119042831
"3343";"270220";"2702207";"Coqueiro Seco (AL)";2756;22;121;0,181818181818182;79,8258345428157;2770;30;172;0,174418604651163;108,303249097473;0,959302325581395;1,3567443386938
"3345";"270230";"2702306";"Coruripe (AL)";25748;273;1053;0,259259259259259;106,027652633214;26382;308;1433;0,21493370551291;116,746266393753;0,829030006978367;1,10109262531369
"3347";"270235";"2702355";"Craíbas (AL)";11157;126;431;0,292343387470998;112,933584296854;11484;196;582;0,336769759450172;170,672239637757;1,15196639938908;1,5112620457448
"3349";"270240";"2702405";"Delmiro Gouveia (AL)";23052;485;945;0,513227513227513;210,393892070102;25044;573;1315;0,43574144486692;228,797316722568;0,849021990513896;1,08747128764714
"3351";"270250";"2702504";"Dois Riachos (AL)";5454;26;119;0,218487394957983;47,6714338100477;5426;37;180;0,205555555555556;68,1901953556948;0,940811965811966;1,43042048257677
"3353";"270255";"2702553";"Estrela de Alagoas (AL)";8404;48;223;0,2152466367713;57,1156592099;8847;56;250;0,224;63,2982932067367;1,04066666666667;1,10824761689462
"3355";"270260";"2702603";"Feira Grande (AL)";10561;135;462;0,292207792207792;127,828804090522;10760;117;494;0,236842105263158;108,736059479554;0,810526315789474;0,850638166047088
"3357";"270270";"2702702";"Feliz Deserto (AL)";2131;19;60;0,316666666666667;89,1600187705303;2214;18;113;0,15929203539823;81,3008130081301;0,503027480204937;0,911852802738554
"3359";"270280";"2702801";"Flexeiras (AL)";6232;64;282;0,226950354609929;102,695763799743;6093;81;422;0,191943127962085;132,939438700148;0,845749407582938;1,29449778434269
"3361";"270290";"2702900";"Girau do Ponciano (AL)";18165;246;754;0,326259946949602;135,425268373245;18435;324;962;0,336798336798337;175,752644426363;1,0323005932762;1,29778324634345
"3363";"270300";"2703007";"Ibateguara (AL)";7573;28;213;0,131455399061033;36,9734583388353;7576;27;335;0,0805970149253731;35,6388595564942;0,613113006396588;0,963903869361895
"3365";"270310";"2703106";"Igaci (AL)";12270;206;650;0,316923076923077;167,889160554197;12918;264;793;0,332912988650694;204,366000928936;1,05045360496578;1,21726739388255
"3367";"270320";"2703205";"Igreja Nova (AL)";11747;186;436;0,426605504587156;158,338299140206;11545;206;504;0,408730158730159;178,432221741013;0,958098651647039;1,12690500472671
"3369";"270330";"2703304";"Inhapi (AL)";8811;53;162;0,327160493827161;60,1520826239927;9087;103;274;0,375912408759124;113,348739958182;1,14901528715053;1,884369335418
"3371";"270340";"2703403";"Jacaré dos Homens (AL)";2671;26;104;0,25;97,3418195432422;2742;23;149;0,154362416107383;83,8803792851933;0,61744966442953;0,861709588733659
"3373";"270350";"2703502";"Jacuípe (AL)";3587;32;96;0,333333333333333;89,2110398661834;3410;28;91;0,307692307692308;82,1114369501466;0,923076923076923;0,92041788856305
"3375";"270360";"2703601";"Japaratinga (AL)";3874;30;118;0,254237288135593;77,4393391843056;3880;20;184;0,108695652173913;51,5463917525773;0,427536231884058;0,665635738831615
"3377";"270370";"2703700";"Jaramataia (AL)";2805;39;110;0,354545454545455;139,03743315508;2753;38;146;0,26027397260274;138,031238648747;0,73410607657183;0,992763139512141
"3379";"270375";"2703759";"Jequiá da Praia (AL)";6128;55;227;0,242290748898678;89,7519582245431;5901;66;337;0,195845697329377;111,845449923742;0,808308605341246;1,24616166751398
"3381";"270380";"2703809";"Joaquim Gomes (AL)";11520;212;603;0,351575456053068;184,027777777778;11055;232;789;0,29404309252218;209,859791949344;0,83635841882488;1,1403701902153
"3383";"270390";"2703908";"Jundiá (AL)";2126;38;83;0,457831325301205;178,739416745061;2076;24;146;0,164383561643836;115,606936416185;0,359048305695746;0,646790386370551
"3385";"270400";"2704005";"Junqueiro (AL)";11743;178;596;0,298657718120805;151,579664480967;12093;213;632;0,337025316455696;176,134954105681;1,12846678993031;1,16199593599046
"3387";"270410";"2704104";"Lagoa da Canoa (AL)";8971;73;292;0,25;81,3733140118159;9279;95;419;0,22673031026253;102,381722168337;0,906921241050119;1,25817319119473
"3389";"270420";"2704203";"Limoeiro de Anadia (AL)";13424;123;422;0,291469194312796;91,626936829559;13568;122;405;0,301234567901235;89,9174528301887;1,03350396466928;0,981342997392238
"3391";"270430";"2704302";"Maceió (AL)";436492;2560;17799;0,143828304960953;58,6494139640589;496256;2504;24170;0,103599503516756;50,4578282176941;0,720299829333885;0,860329623218661
"3393";"270440";"2704401";"Major Isidoro (AL)";9268;114;365;0,312328767123288;123,003884333189;9629;138;452;0,305309734513274;143,317063038737;0,977526781555659;1,16514257916054
"3395";"270450";"2704500";"Maragogi (AL)";14516;86;356;0,241573033707865;59,2449710664095;14233;64;436;0,146788990825688;44,9659242605213;0,607638148069127;0,758982972750846
"3397";"270460";"2704609";"Maravilha (AL)";5197;25;120;0,208333333333333;48,1046757744853;5087;18;165;0,109090909090909;35,3843129545901;0,523636363636364;0,73556909770002
"3399";"270470";"2704708";"Marechal Deodoro (AL)";22709;208;829;0,250904704463209;91,5936412875952;23268;201;1104;0,182065217391304;86,3847343991748;0,725634928929766;0,943130256476376
"3401";"270480";"2704807";"Maribondo (AL)";6537;52;219;0,237442922374429;79,5471929019428;7082;65;282;0,230496453900709;91,7819824908218;0,970744680851064;1,15380542219712
"3403";"270490";"2704906";"Mar Vermelho (AL)";1821;6;45;0,133333333333333;32,9489291598023;1831;13;81;0,160493827160494;70,999453850355;1,2037037037037;2,15483342435827
"3405";"270500";"2705002";"Mata Grande (AL)";12332;448;772;0,580310880829015;363,282517028868;12366;476;854;0,557377049180328;384,926411127284;0,960480093676815;1,05957868348698
"3407";"270510";"2705101";"Matriz de Camaragibe (AL)";11597;234;541;0,432532347504621;201,776321462447;12188;244;724;0,337016574585635;200,196914998359;0,779170798507815;0,99217248856238
"3409";"270520";"2705200";"Messias (AL)";7703;28;215;0,130232558139535;36,3494742308192;7979;27;342;0,0789473684210526;33,8388269206667;0,606203007518797;0,9309302991782
"3411";"270530";"2705309";"Minador do Negrão (AL)";2616;15;60;0,25;57,3394495412844;2659;6;61;0,0983606557377049;22,5648740127868;0,39344262295082;0,393531402783001
"3413";"270540";"2705408";"Monteirópolis (AL)";3358;29;117;0,247863247863248;86,3609291244789;3577;34;148;0,22972972972973;95,0517193178641;0,926840633737186;1,10063335679099
"3415";"270550";"2705507";"Murici (AL)";13278;224;655;0,341984732824427;168,700105437566;13432;213;832;0,256009615384615;158,576533650983;0,748599544986264;0,939990720454352
"3417";"270560";"2705606";"Novo Lino (AL)";6120;57;222;0,256756756756757;93,1372549019608;5940;59;291;0,202749140893471;99,3265993265993;0,789654548742992;1,06645401382243
"3419";"270570";"2705705";"Olho d'Água das Flores (AL)";9722;126;314;0,401273885350318;129,602962353425;10642;128;389;0,329048843187661;120,278143206164;0,820010609213694;0,928050879563753
"3421";"270580";"2705804";"Olho d'Água do Casado (AL)";4278;56;151;0,370860927152318;130,902290790089;4213;43;195;0,220512820512821;102,065036790885;0,59459706959707;0,779703977484656
"3423";"270590";"2705903";"Olho d'Água Grande (AL)";2463;29;107;0,271028037383178;117,742590336987;2494;23;92;0,25;92,2213311948677;0,922413793103448;0,783245305975721
"3425";"270600";"2706000";"Olivença (AL)";5561;24;108;0,222222222222222;43,1577054486603;5486;20;157;0,127388535031847;36,4564345607;0,573248407643312;0,844725969133552
"3427";"270610";"2706109";"Ouro Branco (AL)";5437;28;90;0,311111111111111;51,4989884127276;5475;31;151;0,205298013245033;56,62100456621;0,659886471144749;1,09945857795173
"3429";"270620";"2706208";"Palestina (AL)";2474;21;73;0,287671232876712;84,8827809215845;2638;19;92;0,206521739130435;72,0242608036391;0,717908902691511;0,848514386800968
"3431";"270630";"2706307";"Palmeira dos Índios (AL)";33582;320;1462;0,218878248974008;95,2891429932702;36786;355;1680;0,211309523809524;96,5041048224868;0,965420386904762;1,01275026504649
"3433";"270640";"2706406";"Pão de Açúcar (AL)";11758;154;585;0,263247863247863;130,974655553666;12053;254;858;0,296037296037296;210,735916369369;1,1245572609209;1,60898240563054
"3435";"270642";"2706422";"Pariconha (AL)";5114;77;158;0,487341772151899;150,567070786077;5150;86;205;0,419512195121951;166,990291262136;0,860817231548939;1,10907577859034
"3437";"270644";"2706448";"Paripueira (AL)";5590;19;178;0,106741573033708;33,9892665474061;5757;18;262;0,0687022900763359;31,2662845231892;0,643631980715147;0,919887002550671
"3439";"270650";"2706505";"Passo de Camaragibe (AL)";7512;121;389;0,311053984575835;161,075612353568;7251;117;511;0,228962818003914;161,357054199421;0,736087076062169;1,00174726540996
"3441";"270660";"2706604";"Paulo Jacinto (AL)";3631;43;129;0,333333333333333;118,424676397687;3795;57;219;0,26027397260274;150,197628458498;0,780821917808219;1,26829671844839
"3443";"270670";"2706703";"Penedo (AL)";29308;657;1423;0,46170063246662;224,170874846458;31070;687;1643;0,418137553256239;221,113614419054;0,905646481405826;0,986361919542409
"3445";"270680";"2706802";"Piaçabuçu (AL)";8615;123;304;0,404605263157895;142,774230992455;8588;128;396;0,323232323232323;149,045179319981;0,798883140346555;1,04392212995255
"3447";"270690";"2706901";"Pilar (AL)";16167;613;1035;0,592270531400966;379,167439846601;17138;558;1256;0,444267515923567;325,592251137822;0,750109101110753;0,858703087136244
"3449";"270700";"2707008";"Pindoba (AL)";1420;6;22;0,272727272727273;42,2535211267606;1446;12;43;0,27906976744186;82,9875518672199;1,02325581395349;1,9640387275242
"3451";"270710";"2707107";"Piranhas (AL)";11294;181;539;0,335807050092764;160,262086063397;11751;245;678;0,361356932153392;208,492894221768;1,0760850079043;1,30094958416611
"3453";"270720";"2707206";"Poço das Trincheiras (AL)";7002;34;116;0,293103448275862;48,5575549842902;6870;35;183;0,191256830601093;50,9461426491994;0,652523304403729;1,04919085538145
"3455";"270730";"2707305";"Porto Calvo (AL)";12754;193;561;0,344028520499109;151,325074486436;12954;179;722;0,24792243767313;138,18125675467;0,720645013132777;0,913141838678272
"3457";"270740";"2707404";"Porto de Pedras (AL)";4270;33;128;0,2578125;77,2833723653396;4159;22;193;0,113989637305699;52,8973310892041;0,442141623488774;0,684459405305763
"3459";"270750";"2707503";"Porto Real do Colégio (AL)";9594;82;259;0,316602316602317;85,4700854700855;9740;103;348;0,295977011494253;105,749486652977;0,934854219231848;1,23726899383984
"3461";"270760";"2707602";"Quebrangulo (AL)";5671;108;252;0,428571428571429;190,44260271557;5809;133;341;0,390029325513196;228,955069719401;0,910068426197458;1,20222611146178
"3463";"270770";"2707701";"Rio Largo (AL)";33301;438;1503;0,291417165668663;131,527581754302;35180;420;2015;0,208436724565757;119,386014781126;0,715252047996193;0,907688054389558
"3465";"270780";"2707800";"Roteiro (AL)";3369;57;135;0,422222222222222;169,189670525378;3287;62;259;0,239382239382239;188,621843626407;0,566957935378988;1,11485437048661
"3467";"270790";"2707909";"Santa Luzia do Norte (AL)";3370;23;127;0,181102362204724;68,2492581602374;3521;23;155;0,148387096774194;65,3223516046578;0,819354838709677;0,95711445612042
"3469";"270800";"2708006";"Santana do Ipanema (AL)";21811;148;644;0,229813664596273;67,8556691577644;23121;253;954;0,265199161425577;109,424332857575;1,15397472944643;1,6126041378085
"3471";"270810";"2708105";"Santana do Mundaú (AL)";5490;33;182;0,181318681318681;60,1092896174863;5471;33;199;0,165829145728643;60,3180405775909;0,914572864321608;1,00347285688174
"3473";"270820";"2708204";"São Brás (AL)";3334;43;131;0,32824427480916;128,974205158968;3384;35;155;0,225806451612903;103,427895981087;0,687921980495124;0,801926988839408
"3475";"270830";"2708303";"São José da Laje (AL)";11172;267;600;0,445;238,990332975295;11514;259;785;0,329936305732484;224,943546986278;0,741429900522436;0,941224459524604
"3477";"270840";"2708402";"São José da Tapera (AL)";14850;69;389;0,177377892030848;46,4646464646465;15238;74;522;0,14176245210728;48,562803517522;0,799211505358432;1,04515598874667
"3479";"270850";"2708501";"São Luís do Quitunde (AL)";16328;161;638;0,252351097178683;98,6036256736894;16084;160;913;0,175246440306681;99,4777418552599;0,694454837985482;1,00886494969732
"3481";"270860";"2708600";"São Miguel dos Campos (AL)";26565;494;1413;0,349610757254069;185,958968567664;28012;560;1863;0,300590445517982;199,914322433243;0,859786031410745;1,07504533915771
"3483";"270870";"2708709";"São Miguel dos Milagres (AL)";3563;37;107;0,345794392523364;103,845074375526;3600;32;181;0,176795580110497;88,8888888888889;0,51127370464387;0,855975975975976
"3485";"270880";"2708808";"São Sebastião (AL)";15851;206;543;0,379373848987109;129,96025487351;16159;211;721;0,292649098474341;130,577387214555;0,771400293551297;1,00474862365918
"3487";"270890";"2708907";"Satuba (AL)";7106;23;206;0,111650485436893;32,3670137911624;7497;36;254;0,141732283464567;48,0192076830732;1,26942827798699;1,48358473824312
"3489";"270895";"2708956";"Senador Rui Palmeira (AL)";6405;19;85;0,223529411764706;29,664324746292;6642;19;163;0,116564417177914;28,6058416139717;0,521472392638037;0,964317976513098
"3491";"270900";"2709004";"Tanque d'Arca (AL)";3020;30;100;0,3;99,3377483443709;3102;33;101;0,326732673267327;106,382978723404;1,08910891089109;1,0709219858156
"3493";"270910";"2709103";"Taquarana (AL)";9237;74;288;0,256944444444444;80,1125906679658;9783;80;325;0,246153846153846;81,7745067975059;0,958004158004158;1,02074475579535
"3495";"270915";"2709152";"Teotônio Vilela (AL)";20164;355;923;0,384615384615385;176,056338028169;20988;320;1091;0,293308890925756;152,468076996379;0,762603116406966;0,866018677339432
"3497";"270920";"2709202";"Traipu (AL)";12951;111;375;0,296;85,7076673615937;12751;116;481;0,241164241164241;90,973256999451;0,814744057987301;1,06143662288278
"3499";"270930";"2709301";"União dos Palmares (AL)";30171;357;1383;0,258134490238612;118,325544396937;32187;370;1841;0,20097772949484;114,953241992109;0,77857759073211;0,971499793877846
"3501";"270940";"2709400";"Viçosa (AL)";12410;163;481;0,338877338877339;131,345688960516;12997;266;911;0,29198682766191;204,662614449488;0,861629841137293;1,55819818731175
"3503";"280010";"2800100";"Amparo do São Francisco (SE)";1135;3;35;0,0857142857142857;26,431718061674;1140;5;39;0,128205128205128;43,859649122807;1,4957264957265;1,6593567251462
"3505";"280020";"2800209";"Aquidabã (SE)";9805;326;573;0,568935427574171;332,483426823049;10251;480;734;0,653950953678474;468,247000292654;1,14942913023854;1,4083318521072
"3507";"280030";"2800308";"Aracaju (SE)";265484;1358;7795;0,17421423989737;51,1518584924139;305665;1451;9821;0,147744628856532;47,4702697397478;0,848062873296514;0,928026295404065
"3509";"280040";"2800407";"Arauá (SE)";5487;9;119;0,0756302521008403;16,4024056861673;5391;18;186;0,0967741935483871;33,3889816360601;1,27956989247312;2,03561491374513
"3511";"280050";"2800506";"Areia Branca (SE)";8493;24;212;0,113207547169811;28,2585658777817;8364;39;266;0,146616541353383;46,6284074605452;1,29511278195489;1,65006276901004
"3513";"280060";"2800605";"Barra dos Coqueiros (SE)";12212;44;309;0,142394822006472;36,0301342941369;12764;55;403;0,136476426799007;43,0899404575368;0,958436724565757;1,19594171106236
"3515";"280067";"2800670";"Boquim (SE)";12538;43;306;0,140522875816993;34,2957409475195;12995;30;385;0,0779220779220779;23,0858022316275;0,554515252189671;0,673139042744526
"3517";"280070";"2800704";"Brejo Grande (SE)";3936;30;86;0,348837209302326;76,219512195122;3806;33;139;0,237410071942446;86,7052023121387;0,680575539568345;1,13757225433526
"3519";"280100";"2801009";"Campo do Brito (SE)";8233;42;239;0,175732217573222;51,014211101664;8516;42;302;0,139072847682119;49,3189290746829;0,791390728476821;0,966768435885392
"3521";"280110";"2801108";"Canhoba (SE)";2061;18;49;0,36734693877551;87,3362445414847;1895;10;59;0,169491525423729;52,7704485488127;0,461393596986817;0,604221635883905
"3523";"280120";"2801207";"Canindé de São Francisco (SE)";12293;78;341;0,228739002932551;63,4507443260392;12393;69;284;0,242957746478873;55,676591624304;1,06216143011918;0,877477360048166
"3525";"280130";"2801306";"Capela (SE)";15269;131;467;0,28051391862955;85,7947475276705;15492;113;457;0,2472647702407;72,9408727084947;0,881470593148145;0,850178767470233
"3527";"280140";"2801405";"Carira (SE)";9970;27;298;0,0906040268456376;27,0812437311936;10037;32;328;0,0975609756097561;31,8820364650792;1,07678410117435;1,17727371687718
"3529";"280150";"2801504";"Carmópolis (SE)";6671;27;146;0,184931506849315;40,4736921001349;6832;13;163;0,0797546012269939;19,0281030444965;0,431265621449671;0,470135094110504
"3531";"280160";"2801603";"Cedro de São João (SE)";2780;3;55;0,0545454545454545;10,7913669064748;2853;1;64;0,015625;3,50508236943568;0,286458333333333;0,324804299567707
"3533";"280170";"2801702";"Cristinápolis (SE)";8295;29;189;0,153439153439153;34,9608197709464;8224;37;255;0,145098039215686;44,9902723735409;0,945638945233266;1,28687692875352
"3535";"280190";"2801900";"Cumbe (SE)";1903;3;29;0,103448275862069;15,7645822385707;1910;6;44;0,136363636363636;31,413612565445;1,31818181818182;1,99267015706806
"3537";"280200";"2802007";"Divina Pastora (SE)";2189;75;174;0,431034482758621;342,622201918684;2137;71;179;0,396648044692737;332,241459990641;0,920223463687151;0,969702074559351
"3539";"280210";"2802106";"Estância (SE)";31365;274;1298;0,211093990755008;87,35852064403;33044;268;1691;0,158486102897694;81,1039825686963;0,750784531245279;0,928403800462467
"3541";"280220";"2802205";"Feira Nova (SE)";2630;14;76;0,184210526315789;53,2319391634981;2694;13;78;0,166666666666667;48,2553823311062;0,904761904761905;0,906511825220066
"3543";"280230";"2802304";"Frei Paulo (SE)";6785;25;200;0,125;36,8459837877671;7089;23;229;0,100436681222707;32,4446325292707;0,803493449781659;0,880547326844407
"3545";"280240";"2802403";"Gararu (SE)";5811;14;68;0,205882352941176;24,0922388573395;5594;7;89;0,0786516853932584;12,5134072220236;0,382022471910112;0,519395781194137
"3547";"280250";"2802502";"General Maynard (SE)";1423;3;16;0,1875;21,0822206605762;1506;2;28;0,0714285714285714;13,2802124833997;0,380952380952381;0,629924745462594
"3549";"280260";"2802601";"Gracho Cardoso (SE)";2889;10;76;0,131578947368421;34,6140533056421;2756;11;67;0,164179104477612;39,9129172714078;1,24776119402985;1,15308417997097
"3551";"280270";"2802700";"Ilha das Flores (SE)";4168;30;110;0,272727272727273;71,9769673704415;4180;38;179;0,212290502793296;90,9090909090909;0,778398510242086;1,2630303030303
"3553";"280280";"2802809";"Indiaroba (SE)";8027;60;259;0,231660231660232;74,7477264233213;7804;43;258;0,166666666666667;55,0999487442337;0,719444444444444;0,73714548094994
"3555";"280290";"2802908";"Itabaiana (SE)";42496;232;1448;0,160220994475138;54,5933734939759;44471;245;1740;0,140804597701149;55,0920824807178;0,878814902893381;1,00913497288818
"3557";"280300";"2803005";"Itabaianinha (SE)";19379;33;338;0,0976331360946746;17,028742453171;19531;56;536;0,104477611940299;28,6723670062977;1,07010402532791;1,68376303095467
"3559";"280310";"2803104";"Itabi (SE)";2478;5;36;0,138888888888889;20,1775625504439;2494;7;49;0,142857142857143;28,0673616680032;1,02857142857143;1,39101844426624
"3561";"280320";"2803203";"Itaporanga d'Ajuda (SE)";15165;38;325;0,116923076923077;25,0576986482031;15254;55;428;0,128504672897196;36,0561164284778;1,09905312346286;1,43892369904701
"3563";"280330";"2803302";"Japaratuba (SE)";8389;22;170;0,129411764705882;26,2248182143283;8475;20;210;0,0952380952380952;23,598820058997;0,735930735930736;0,899865915795119
"3565";"280340";"2803401";"Japoatã (SE)";6482;42;167;0,251497005988024;64,7948164146868;6456;45;213;0,211267605633803;69,7026022304833;0,840040241448692;1,07574349442379
"3567";"280350";"2803500";"Lagarto (SE)";46489;678;2071;0,327378078223081;145,840951622965;48372;674;2113;0,318977756743966;139,336806416935;0,974340610939164;0,955402476919898
"3569";"280360";"2803609";"Laranjeiras (SE)";13131;44;295;0,149152542372881;33,5084913563323;13771;54;422;0,127962085308057;39,2128385738145;0,85792761740629;1,17023587116536
"3571";"280370";"2803708";"Macambira (SE)";3162;21;110;0,190909090909091;66,4136622390892;3239;16;114;0,140350877192982;49,3979623340537;0,735171261487051;0,743792175715609
"3573";"280380";"2803807";"Malhada dos Bois (SE)";1753;12;54;0,222222222222222;68,4540787221905;1703;18;80;0,225;105,695830886671;1,0125;1,54403992953611
