"";"COD6D";"race";"COD7D";"Municipio";"population";"icsap_n";"it_n";"icsap_prop";"icsap_rate"
"5605";"230380";"Amarela";"2303808";"Cedro (CE)";309;2;8;0,25;64,7249190938511
"5606";"230380";"Branca";"2303808";"Cedro (CE)";9897;1;16;0,0625;1,01040719409922
"5607";"230380";"Indígena";"2303808";"Cedro (CE)";10;0;0;NA;0
"5608";"230380";"NI";"2303808";"Cedro (CE)";0;229;526;0,435361216730038;Inf
"5609";"230380";"Parda";"2303808";"Cedro (CE)";12501;155;504;0,307539682539683;123,990080793537
"5610";"230380";"Preta";"2303808";"Cedro (CE)";1810;0;3;0;0
"5611";"230390";"Amarela";"2303907";"Chaval (CE)";174;0;0;NA;0
"5612";"230390";"Branca";"2303907";"Chaval (CE)";2875;13;24;0,541666666666667;45,2173913043478
"5613";"230390";"Indígena";"2303907";"Chaval (CE)";3;0;0;NA;0
"5614";"230390";"NI";"2303907";"Chaval (CE)";0;13;136;0,0955882352941176;Inf
"5615";"230390";"Parda";"2303907";"Chaval (CE)";8945;508;762;0,666666666666667;567,915036333147
"5616";"230390";"Preta";"2303907";"Chaval (CE)";618;1;5;0,2;16,1812297734628
"5617";"230393";"Amarela";"2303931";"Choró (CE)";288;0;0;NA;0
"5618";"230393";"Branca";"2303931";"Choró (CE)";2456;9;81;0,111111111111111;36,6449511400651
"5619";"230393";"Indígena";"2303931";"Choró (CE)";13;0;0;NA;0
"5620";"230393";"NI";"2303931";"Choró (CE)";0;9;65;0,138461538461538;Inf
"5621";"230393";"Parda";"2303931";"Choró (CE)";9496;44;227;0,193832599118943;46,335299073294
"5622";"230393";"Preta";"2303931";"Choró (CE)";600;0;4;0;0
"5623";"230395";"Amarela";"2303956";"Chorozinho (CE)";67;0;0;NA;0
"5624";"230395";"Branca";"2303956";"Chorozinho (CE)";5555;5;19;0,263157894736842;9,000900090009
"5625";"230395";"Indígena";"2303956";"Chorozinho (CE)";17;0;0;NA;0
"5626";"230395";"NI";"2303956";"Chorozinho (CE)";0;131;433;0,302540415704388;Inf
"5627";"230395";"Parda";"2303956";"Chorozinho (CE)";12384;30;205;0,146341463414634;24,2248062015504
"5628";"230395";"Preta";"2303956";"Chorozinho (CE)";892;1;3;0,333333333333333;11,2107623318386
"5629";"230400";"Amarela";"2304004";"Coreaú (CE)";427;1;1;1;23,4192037470726
"5630";"230400";"Branca";"2304004";"Coreaú (CE)";8516;45;145;0,310344827586207;52,8417097228746
"5631";"230400";"Indígena";"2304004";"Coreaú (CE)";2;0;0;NA;0
"5632";"230400";"NI";"2304004";"Coreaú (CE)";0;8;40;0,2;Inf
"5633";"230400";"Parda";"2304004";"Coreaú (CE)";11298;288;775;0,371612903225806;254,912373871482
"5634";"230400";"Preta";"2304004";"Coreaú (CE)";1711;1;12;0,0833333333333333;5,84453535943892
"5635";"230410";"Amarela";"2304103";"Crateús (CE)";943;0;0;NA;0
"5636";"230410";"Branca";"2304103";"Crateús (CE)";23541;1;33;0,0303030303030303;0,424790790535661
"5637";"230410";"Indígena";"2304103";"Crateús (CE)";613;0;1;0;0
"5638";"230410";"NI";"2304103";"Crateús (CE)";0;649;3137;0,206885559451705;Inf
"5639";"230410";"Parda";"2304103";"Crateús (CE)";44825;39;302;0,129139072847682;8,70050195203569
"5640";"230410";"Preta";"2304103";"Crateús (CE)";2890;1;3;0,333333333333333;3,46020761245675
"5641";"230420";"Amarela";"2304202";"Crato (CE)";1325;10;54;0,185185185185185;75,4716981132075
"5642";"230420";"Branca";"2304202";"Crato (CE)";37773;479;1573;0,304513668150032;126,810155402007
"5643";"230420";"Indígena";"2304202";"Crato (CE)";122;8;16;0,5;655,737704918033
"5644";"230420";"NI";"2304202";"Crato (CE)";0;66;406;0,16256157635468;Inf
"5645";"230420";"Parda";"2304202";"Crato (CE)";72455;2582;7898;0,326918207141048;356,359119453454
"5646";"230420";"Preta";"2304202";"Crato (CE)";9753;26;98;0,26530612244898;26,6584640623398
"5647";"230423";"Amarela";"2304236";"Croatá (CE)";487;0;0;NA;0
"5648";"230423";"Branca";"2304236";"Croatá (CE)";3924;9;114;0,0789473684210526;22,9357798165138
"5649";"230423";"Indígena";"2304236";"Croatá (CE)";0;0;0;NA;NA
"5650";"230423";"NI";"2304236";"Croatá (CE)";0;195;475;0,410526315789474;Inf
"5651";"230423";"Parda";"2304236";"Croatá (CE)";12249;13;141;0,0921985815602837;10,6131112743897
"5652";"230423";"Preta";"2304236";"Croatá (CE)";409;0;8;0;0
"5653";"230425";"Amarela";"2304251";"Cruz (CE)";82;0;0;NA;0
"5654";"230425";"Branca";"2304251";"Cruz (CE)";7413;3;34;0,0882352941176471;4,04694455685957
"5655";"230425";"Indígena";"2304251";"Cruz (CE)";3;0;0;NA;0
"5656";"230425";"NI";"2304251";"Cruz (CE)";0;243;532;0,456766917293233;Inf
"5657";"230425";"Parda";"2304251";"Cruz (CE)";13873;15;194;0,077319587628866;10,812369350537
"5658";"230425";"Preta";"2304251";"Cruz (CE)";1108;0;3;0;0
"5659";"230426";"Amarela";"2304269";"Deputado Irapuan Pinheiro (CE)";62;0;0;NA;0
"5660";"230426";"Branca";"2304269";"Deputado Irapuan Pinheiro (CE)";3147;2;8;0,25;6,3552589768033
"5661";"230426";"Indígena";"2304269";"Deputado Irapuan Pinheiro (CE)";1;0;0;NA;0
"5662";"230426";"NI";"2304269";"Deputado Irapuan Pinheiro (CE)";0;4;89;0,0449438202247191;Inf
"5663";"230426";"Parda";"2304269";"Deputado Irapuan Pinheiro (CE)";5624;67;164;0,408536585365854;119,132290184922
"5664";"230426";"Preta";"2304269";"Deputado Irapuan Pinheiro (CE)";261;0;2;0;0
"5665";"230427";"Amarela";"2304277";"Ererê (CE)";99;2;2;1;202,020202020202
"5666";"230427";"Branca";"2304277";"Ererê (CE)";2536;15;57;0,263157894736842;59,1482649842271
"5667";"230427";"Indígena";"2304277";"Ererê (CE)";0;0;1;0;NA
"5668";"230427";"NI";"2304277";"Ererê (CE)";0;0;55;0;NA
"5669";"230427";"Parda";"2304277";"Ererê (CE)";3640;13;59;0,220338983050847;35,7142857142857
"5670";"230427";"Preta";"2304277";"Ererê (CE)";565;5;10;0,5;88,4955752212389
"5671";"230428";"Amarela";"2304285";"Eusébio (CE)";820;0;1;0;0
"5672";"230428";"Branca";"2304285";"Eusébio (CE)";14532;29;110;0,263636363636364;19,9559592623176
"5673";"230428";"Indígena";"2304285";"Eusébio (CE)";84;0;0;NA;0
"5674";"230428";"NI";"2304285";"Eusébio (CE)";0;119;713;0,166900420757363;Inf
"5675";"230428";"Parda";"2304285";"Eusébio (CE)";27844;144;708;0,203389830508475;51,7167073696308
"5676";"230428";"Preta";"2304285";"Eusébio (CE)";2753;4;18;0,222222222222222;14,5296040682891
"5677";"230430";"Amarela";"2304301";"Farias Brito (CE)";350;1;9;0,111111111111111;28,5714285714286
"5678";"230430";"Branca";"2304301";"Farias Brito (CE)";5859;7;111;0,0630630630630631;11,94743130227
"5679";"230430";"Indígena";"2304301";"Farias Brito (CE)";10;0;3;0;0
"5680";"230430";"NI";"2304301";"Farias Brito (CE)";0;180;485;0,371134020618557;Inf
"5681";"230430";"Parda";"2304301";"Farias Brito (CE)";11905;45;327;0,137614678899083;37,7992440151197
"5682";"230430";"Preta";"2304301";"Farias Brito (CE)";883;0;1;0;0
"5683";"230435";"Amarela";"2304350";"Forquilha (CE)";175;0;0;NA;0
"5684";"230435";"Branca";"2304350";"Forquilha (CE)";6685;129;345;0,373913043478261;192,969334330591
"5685";"230435";"Indígena";"2304350";"Forquilha (CE)";15;0;0;NA;0
"5686";"230435";"NI";"2304350";"Forquilha (CE)";0;4;57;0,0701754385964912;Inf
"5687";"230435";"Parda";"2304350";"Forquilha (CE)";13261;52;538;0,0966542750929368;39,212729055124
"5688";"230435";"Preta";"2304350";"Forquilha (CE)";1650;0;21;0;0
"5689";"230440";"Amarela";"2304400";"Fortaleza (CE)";33161;32;329;0,0972644376899696;9,64988993094297
"5690";"230440";"Branca";"2304400";"Fortaleza (CE)";901816;1904;11737;0,16222203288745;21,1129543055346
"5691";"230440";"Indígena";"2304400";"Fortaleza (CE)";3071;5;21;0,238095238095238;16,2813415825464
"5692";"230440";"NI";"2304400";"Fortaleza (CE)";34;6994;52578;0,133021415801286;2057058,82352941
"5693";"230440";"Parda";"2304400";"Fortaleza (CE)";1403292;14766;48945;0,301685565430585;105,224001847085
"5694";"230440";"Preta";"2304400";"Fortaleza (CE)";110811;260;1509;0,172299536116634;23,4633745747263
"5695";"230445";"Amarela";"2304459";"Fortim (CE)";31;0;0;NA;0
"5696";"230445";"Branca";"2304459";"Fortim (CE)";4089;0;7;0;0
"5697";"230445";"Indígena";"2304459";"Fortim (CE)";3;0;0;NA;0
"5698";"230445";"NI";"2304459";"Fortim (CE)";0;88;251;0,350597609561753;Inf
"5699";"230445";"Parda";"2304459";"Fortim (CE)";10011;5;90;0,0555555555555556;4,99450604335231
"5700";"230445";"Preta";"2304459";"Fortim (CE)";683;0;1;0;0
"5701";"230450";"Amarela";"2304509";"Frecheirinha (CE)";141;0;0;NA;0
"5702";"230450";"Branca";"2304509";"Frecheirinha (CE)";4274;43;125;0,344;100,608329433786
"5703";"230450";"Indígena";"2304509";"Frecheirinha (CE)";2;0;0;NA;0
"5704";"230450";"NI";"2304509";"Frecheirinha (CE)";0;119;217;0,548387096774194;Inf
"5705";"230450";"Parda";"2304509";"Frecheirinha (CE)";8110;46;368;0,125;56,7200986436498
"5706";"230450";"Preta";"2304509";"Frecheirinha (CE)";464;2;44;0,0454545454545455;43,1034482758621
"5707";"230460";"Amarela";"2304608";"General Sampaio (CE)";103;0;1;0;0
"5708";"230460";"Branca";"2304608";"General Sampaio (CE)";1642;0;10;0;0
"5709";"230460";"Indígena";"2304608";"General Sampaio (CE)";0;0;0;NA;NA
"5710";"230460";"NI";"2304608";"General Sampaio (CE)";0;2;49;0,0408163265306122;Inf
"5711";"230460";"Parda";"2304608";"General Sampaio (CE)";4181;10;113;0,0884955752212389;23,9177230327673
"5712";"230460";"Preta";"2304608";"General Sampaio (CE)";292;0;2;0;0
"5713";"230465";"Amarela";"2304657";"Graça (CE)";175;0;2;0;0
"5714";"230465";"Branca";"2304657";"Graça (CE)";5036;23;78;0,294871794871795;45,671167593328
"5715";"230465";"Indígena";"2304657";"Graça (CE)";2;0;0;NA;0
"5716";"230465";"NI";"2304657";"Graça (CE)";0;93;166;0,560240963855422;Inf
"5717";"230465";"Parda";"2304657";"Graça (CE)";9084;79;275;0,287272727272727;86,966094231616
"5718";"230465";"Preta";"2304657";"Graça (CE)";752;5;18;0,277777777777778;66,4893617021277
"5719";"230470";"Amarela";"2304707";"Granja (CE)";1412;0;0;NA;0
"5720";"230470";"Branca";"2304707";"Granja (CE)";11192;18;70;0,257142857142857;16,0829163688349
"5721";"230470";"Indígena";"2304707";"Granja (CE)";13;0;1;0;0
"5722";"230470";"NI";"2304707";"Granja (CE)";0;23;173;0,132947976878613;Inf
"5723";"230470";"Parda";"2304707";"Granja (CE)";37293;278;1171;0,237403928266439;74,5448207438393
"5724";"230470";"Preta";"2304707";"Granja (CE)";2735;1;17;0,0588235294117647;3,6563071297989
"5725";"230480";"Amarela";"2304806";"Granjeiro (CE)";34;1;4;0,25;294,117647058824
"5726";"230480";"Branca";"2304806";"Granjeiro (CE)";1301;0;3;0;0
"5727";"230480";"Indígena";"2304806";"Granjeiro (CE)";2;0;0;NA;0
"5728";"230480";"NI";"2304806";"Granjeiro (CE)";0;4;101;0,0396039603960396;Inf
"5729";"230480";"Parda";"2304806";"Granjeiro (CE)";3126;4;30;0,133333333333333;12,7959053103007
"5730";"230480";"Preta";"2304806";"Granjeiro (CE)";166;0;1;0;0
"5731";"230490";"Amarela";"2304905";"Groaíras (CE)";131;0;0;NA;0
"5732";"230490";"Branca";"2304905";"Groaíras (CE)";4473;22;76;0,289473684210526;49,1839928459647
"5733";"230490";"Indígena";"2304905";"Groaíras (CE)";3;0;0;NA;0
"5734";"230490";"NI";"2304905";"Groaíras (CE)";0;4;25;0,16;Inf
"5735";"230490";"Parda";"2304905";"Groaíras (CE)";5404;131;369;0,355013550135501;242,413027387121
"5736";"230490";"Preta";"2304905";"Groaíras (CE)";217;0;15;0;0
"5737";"230495";"Amarela";"2304954";"Guaiúba (CE)";296;0;1;0;0
"5738";"230495";"Branca";"2304954";"Guaiúba (CE)";5776;3;88;0,0340909090909091;5,19390581717452
"5739";"230495";"Indígena";"2304954";"Guaiúba (CE)";4;0;0;NA;0
"5740";"230495";"NI";"2304954";"Guaiúba (CE)";0;18;246;0,0731707317073171;Inf
"5741";"230495";"Parda";"2304954";"Guaiúba (CE)";16870;155;581;0,266781411359725;91,8790752815649
"5742";"230495";"Preta";"2304954";"Guaiúba (CE)";1145;1;5;0,2;8,73362445414847
"5743";"230500";"Amarela";"2305001";"Guaraciaba do Norte (CE)";1037;0;1;0;0
"5744";"230500";"Branca";"2305001";"Guaraciaba do Norte (CE)";11783;11;206;0,0533980582524272;9,33548332343206
"5745";"230500";"Indígena";"2305001";"Guaraciaba do Norte (CE)";42;0;0;NA;0
"5746";"230500";"NI";"2305001";"Guaraciaba do Norte (CE)";0;358;926;0,386609071274298;Inf
"5747";"230500";"Parda";"2305001";"Guaraciaba do Norte (CE)";23731;36;337;0,106824925816024;15,1700307614513
"5748";"230500";"Preta";"2305001";"Guaraciaba do Norte (CE)";1182;1;6;0,166666666666667;8,46023688663283
"5749";"230510";"Amarela";"2305100";"Guaramiranga (CE)";56;0;0;NA;0
"5750";"230510";"Branca";"2305100";"Guaramiranga (CE)";1113;8;28;0,285714285714286;71,8778077268643
"5751";"230510";"Indígena";"2305100";"Guaramiranga (CE)";0;0;0;NA;NA
"5752";"230510";"NI";"2305100";"Guaramiranga (CE)";0;7;74;0,0945945945945946;Inf
"5753";"230510";"Parda";"2305100";"Guaramiranga (CE)";2855;55;183;0,300546448087432;192,644483362522
"5754";"230510";"Preta";"2305100";"Guaramiranga (CE)";140;1;5;0,2;71,4285714285714
"5755";"230520";"Amarela";"2305209";"Hidrolândia (CE)";254;0;0;NA;0
"5756";"230520";"Branca";"2305209";"Hidrolândia (CE)";6387;23;112;0,205357142857143;36,010646625959
"5757";"230520";"Indígena";"2305209";"Hidrolândia (CE)";5;1;1;1;2000
"5758";"230520";"NI";"2305209";"Hidrolândia (CE)";0;7;35;0,2;Inf
"5759";"230520";"Parda";"2305209";"Hidrolândia (CE)";11776;169;525;0,321904761904762;143,51222826087
"5760";"230520";"Preta";"2305209";"Hidrolândia (CE)";903;0;10;0;0
"5761";"230523";"Amarela";"2305233";"Horizonte (CE)";638;0;2;0;0
"5762";"230523";"Branca";"2305233";"Horizonte (CE)";15843;5;58;0,0862068965517241;3,15596793536578
"5763";"230523";"Indígena";"2305233";"Horizonte (CE)";38;0;0;NA;0
"5764";"230523";"NI";"2305233";"Horizonte (CE)";0;323;1379;0,234227701232777;Inf
"5765";"230523";"Parda";"2305233";"Horizonte (CE)";36283;70;662;0,105740181268882;19,2927817435162
"5766";"230523";"Preta";"2305233";"Horizonte (CE)";2385;1;14;0,0714285714285714;4,19287211740042
"5767";"230526";"Amarela";"2305266";"Ibaretama (CE)";39;0;0;NA;0
"5768";"230526";"Branca";"2305266";"Ibaretama (CE)";3306;0;81;0;0
"5769";"230526";"Indígena";"2305266";"Ibaretama (CE)";9;0;0;NA;0
"5770";"230526";"NI";"2305266";"Ibaretama (CE)";0;10;76;0,131578947368421;Inf
"5771";"230526";"Parda";"2305266";"Ibaretama (CE)";9169;51;244;0,209016393442623;55,6222052568437
"5772";"230526";"Preta";"2305266";"Ibaretama (CE)";399;0;2;0;0
"5773";"230530";"Amarela";"2305308";"Ibiapina (CE)";424;24;72;0,333333333333333;566,037735849057
"5774";"230530";"Branca";"2305308";"Ibiapina (CE)";7003;49;242;0,202479338842975;69,970012851635
"5775";"230530";"Indígena";"2305308";"Ibiapina (CE)";10;1;6;0,166666666666667;1000
"5776";"230530";"NI";"2305308";"Ibiapina (CE)";0;50;192;0,260416666666667;Inf
"5777";"230530";"Parda";"2305308";"Ibiapina (CE)";15674;181;667;0,271364317841079;115,477861426566
"5778";"230530";"Preta";"2305308";"Ibiapina (CE)";697;3;12;0,25;43,0416068866571
"5779";"230533";"Amarela";"2305332";"Ibicuitinga (CE)";44;0;0;NA;0
"5780";"230533";"Branca";"2305332";"Ibicuitinga (CE)";3931;8;89;0,0898876404494382;20,351055711015
"5781";"230533";"Indígena";"2305332";"Ibicuitinga (CE)";2;0;0;NA;0
"5782";"230533";"NI";"2305332";"Ibicuitinga (CE)";0;6;89;0,0674157303370786;Inf
"5783";"230533";"Parda";"2305332";"Ibicuitinga (CE)";7165;19;125;0,152;26,5177948360084
"5784";"230533";"Preta";"2305332";"Ibicuitinga (CE)";193;0;2;0;0
"5785";"230535";"Amarela";"2305357";"Icapuí (CE)";96;0;0;NA;0
"5786";"230535";"Branca";"2305357";"Icapuí (CE)";6897;23;75;0,306666666666667;33,3478323908946
"5787";"230535";"Indígena";"2305357";"Icapuí (CE)";7;0;0;NA;0
"5788";"230535";"NI";"2305357";"Icapuí (CE)";0;22;215;0,102325581395349;Inf
"5789";"230535";"Parda";"2305357";"Icapuí (CE)";10158;55;191;0,287958115183246;54,1445166371333
"5790";"230535";"Preta";"2305357";"Icapuí (CE)";1234;1;2;0,5;8,10372771474878
"5791";"230540";"Amarela";"2305407";"Icó (CE)";372;1;4;0,25;26,8817204301075
"5792";"230540";"Branca";"2305407";"Icó (CE)";21900;74;227;0,325991189427313;33,7899543378995
"5793";"230540";"Indígena";"2305407";"Icó (CE)";9;0;0;NA;0
"5794";"230540";"NI";"2305407";"Icó (CE)";0;270;1332;0,202702702702703;Inf
"5795";"230540";"Parda";"2305407";"Icó (CE)";40847;183;751;0,243675099866844;44,8013317991529
"5796";"230540";"Preta";"2305407";"Icó (CE)";2328;8;36;0,222222222222222;34,3642611683849
"5797";"230550";"Amarela";"2305506";"Iguatu (CE)";555;2;34;0,0588235294117647;36,036036036036
"5798";"230550";"Branca";"2305506";"Iguatu (CE)";36356;15;57;0,263157894736842;4,12586643195071
"5799";"230550";"Indígena";"2305506";"Iguatu (CE)";58;0;1;0;0
"5800";"230550";"NI";"2305506";"Iguatu (CE)";0;813;2925;0,277948717948718;Inf
"5801";"230550";"Parda";"2305506";"Iguatu (CE)";56023;818;3540;0,231073446327684;146,011459579101
"5802";"230550";"Preta";"2305506";"Iguatu (CE)";3503;1;2;0,5;2,85469597487868
"5803";"230560";"Amarela";"2305605";"Independência (CE)";385;0;1;0;0
"5804";"230560";"Branca";"2305605";"Independência (CE)";10204;59;146;0,404109589041096;57,8204625637005
"5805";"230560";"Indígena";"2305605";"Independência (CE)";6;0;0;NA;0
"5806";"230560";"NI";"2305605";"Independência (CE)";0;63;420;0,15;Inf
"5807";"230560";"Parda";"2305605";"Independência (CE)";13735;93;281;0,330960854092527;67,7102293410994
"5808";"230560";"Preta";"2305605";"Independência (CE)";1243;0;6;0;0
"5809";"230565";"Amarela";"2305654";"Ipaporanga (CE)";175;1;3;0,333333333333333;57,1428571428571
"5810";"230565";"Branca";"2305654";"Ipaporanga (CE)";2998;0;9;0;0
"5811";"230565";"Indígena";"2305654";"Ipaporanga (CE)";1;2;3;0,666666666666667;20000
"5812";"230565";"NI";"2305654";"Ipaporanga (CE)";0;48;226;0,212389380530973;Inf
"5813";"230565";"Parda";"2305654";"Ipaporanga (CE)";7719;200;367;0,544959128065395;259,100919808265
"5814";"230565";"Preta";"2305654";"Ipaporanga (CE)";450;0;1;0;0
"5815";"230570";"Amarela";"2305704";"Ipaumirim (CE)";47;0;1;0;0
"5816";"230570";"Branca";"2305704";"Ipaumirim (CE)";4082;3;14;0,214285714285714;7,34933855952964
"5817";"230570";"Indígena";"2305704";"Ipaumirim (CE)";1;0;0;NA;0
"5818";"230570";"NI";"2305704";"Ipaumirim (CE)";0;5;66;0,0757575757575758;Inf
"5819";"230570";"Parda";"2305704";"Ipaumirim (CE)";7636;319;513;0,621832358674464;417,757988475642
"5820";"230570";"Preta";"2305704";"Ipaumirim (CE)";243;0;3;0;0
"5821";"230580";"Amarela";"2305803";"Ipu (CE)";393;0;4;0;0
"5822";"230580";"Branca";"2305803";"Ipu (CE)";13630;168;501;0,335329341317365;123,257520176082
"5823";"230580";"Indígena";"2305803";"Ipu (CE)";17;0;0;NA;0
"5824";"230580";"NI";"2305803";"Ipu (CE)";0;7;77;0,0909090909090909;Inf
"5825";"230580";"Parda";"2305803";"Ipu (CE)";24877;748;2073;0,360829715388326;300,679342364433
"5826";"230580";"Preta";"2305803";"Ipu (CE)";1379;10;38;0,263157894736842;72,5163161711385
"5827";"230590";"Amarela";"2305902";"Ipueiras (CE)";575;19;61;0,311475409836066;330,434782608696
"5828";"230590";"Branca";"2305902";"Ipueiras (CE)";11271;56;143;0,391608391608392;49,6850323839943
"5829";"230590";"Indígena";"2305902";"Ipueiras (CE)";20;0;0;NA;0
"5830";"230590";"NI";"2305902";"Ipueiras (CE)";4;15;212;0,0707547169811321;37500
"5831";"230590";"Parda";"2305902";"Ipueiras (CE)";24723;293;883;0,331823329558324;118,513125429762
"5832";"230590";"Preta";"2305902";"Ipueiras (CE)";1269;6;17;0,352941176470588;47,2813238770686
"5833";"230600";"Amarela";"2306009";"Iracema (CE)";386;0;0;NA;0
"5834";"230600";"Branca";"2306009";"Iracema (CE)";5642;49;152;0,322368421052632;86,848635235732
"5835";"230600";"Indígena";"2306009";"Iracema (CE)";10;0;0;NA;0
"5836";"230600";"NI";"2306009";"Iracema (CE)";0;12;118;0,101694915254237;Inf
"5837";"230600";"Parda";"2306009";"Iracema (CE)";6738;104;300;0,346666666666667;154,348471356486
"5838";"230600";"Preta";"2306009";"Iracema (CE)";946;8;20;0,4;84,5665961945032
"5839";"230610";"Amarela";"2306108";"Irauçuba (CE)";146;0;2;0;0
"5840";"230610";"Branca";"2306108";"Irauçuba (CE)";5305;7;50;0,14;13,1950989632422
"5841";"230610";"Indígena";"2306108";"Irauçuba (CE)";6;0;1;0;0
"5842";"230610";"NI";"2306108";"Irauçuba (CE)";0;4;73;0,0547945205479452;Inf
"5843";"230610";"Parda";"2306108";"Irauçuba (CE)";16104;164;552;0,297101449275362;101,838052657725
"5844";"230610";"Preta";"2306108";"Irauçuba (CE)";763;0;19;0;0
"5845";"230620";"Amarela";"2306207";"Itaiçaba (CE)";39;0;1;0;0
"5846";"230620";"Branca";"2306207";"Itaiçaba (CE)";2415;5;24;0,208333333333333;20,703933747412
"5847";"230620";"Indígena";"2306207";"Itaiçaba (CE)";9;0;0;NA;0
"5848";"230620";"NI";"2306207";"Itaiçaba (CE)";0;19;150;0,126666666666667;Inf
"5849";"230620";"Parda";"2306207";"Itaiçaba (CE)";4699;16;79;0,20253164556962;34,0497978293254
"5850";"230620";"Preta";"2306207";"Itaiçaba (CE)";154;1;2;0,5;64,9350649350649
"5851";"230625";"Amarela";"2306256";"Itaitinga (CE)";274;0;3;0;0
"5852";"230625";"Branca";"2306256";"Itaitinga (CE)";9175;6;46;0,130434782608696;6,53950953678474
"5853";"230625";"Indígena";"2306256";"Itaitinga (CE)";3;0;0;NA;0
"5854";"230625";"NI";"2306256";"Itaitinga (CE)";0;187;725;0,257931034482759;Inf
"5855";"230625";"Parda";"2306256";"Itaitinga (CE)";24156;63;337;0,186943620178042;26,080476900149
"5856";"230625";"Preta";"2306256";"Itaitinga (CE)";2209;0;6;0;0
"5857";"230630";"Amarela";"2306306";"Itapajé (CE)";454;0;0;NA;0
"5858";"230630";"Branca";"2306306";"Itapajé (CE)";14375;5;35;0,142857142857143;3,47826086956522
"5859";"230630";"Indígena";"2306306";"Itapajé (CE)";36;0;1;0;0
"5860";"230630";"NI";"2306306";"Itapajé (CE)";0;488;1157;0,421780466724287;Inf
"5861";"230630";"Parda";"2306306";"Itapajé (CE)";31729;31;435;0,071264367816092;9,77024173469066
"5862";"230630";"Preta";"2306306";"Itapajé (CE)";1756;0;13;0;0
"5863";"230640";"Amarela";"2306405";"Itapipoca (CE)";1473;23;94;0,24468085106383;156,143923964698
"5864";"230640";"Branca";"2306405";"Itapipoca (CE)";30135;442;2480;0,178225806451613;146,673303467729
"5865";"230640";"Indígena";"2306405";"Itapipoca (CE)";403;0;0;NA;0
"5866";"230640";"NI";"2306405";"Itapipoca (CE)";0;40;459;0,0871459694989107;Inf
"5867";"230640";"Parda";"2306405";"Itapipoca (CE)";79760;413;2362;0,174851820491109;51,7803410230692
"5868";"230640";"Preta";"2306405";"Itapipoca (CE)";4294;8;59;0,135593220338983;18,6306474149977
"5869";"230650";"Amarela";"2306504";"Itapiúna (CE)";244;0;0;NA;0
"5870";"230650";"Branca";"2306504";"Itapiúna (CE)";4053;6;45;0,133333333333333;14,8038490007402
"5871";"230650";"Indígena";"2306504";"Itapiúna (CE)";5;2;2;1;4000
"5872";"230650";"NI";"2306504";"Itapiúna (CE)";0;178;491;0,362525458248472;Inf
"5873";"230650";"Parda";"2306504";"Itapiúna (CE)";12702;133;481;0,276507276507277;104,707920012596
"5874";"230650";"Preta";"2306504";"Itapiúna (CE)";1622;5;8;0,625;30,826140567201
"5875";"230655";"Amarela";"2306553";"Itarema (CE)";198;0;5;0;0
"5876";"230655";"Branca";"2306553";"Itarema (CE)";9510;4;44;0,0909090909090909;4,20609884332282
"5877";"230655";"Indígena";"2306553";"Itarema (CE)";2258;0;0;NA;0
"5878";"230655";"NI";"2306553";"Itarema (CE)";0;136;577;0,235701906412478;Inf
"5879";"230655";"Parda";"2306553";"Itarema (CE)";24449;24;380;0,0631578947368421;9,81635240705141
"5880";"230655";"Preta";"2306553";"Itarema (CE)";1056;0;11;0;0
"5881";"230660";"Amarela";"2306603";"Itatira (CE)";824;0;0;NA;0
"5882";"230660";"Branca";"2306603";"Itatira (CE)";3948;2;13;0,153846153846154;5,06585612968592
"5883";"230660";"Indígena";"2306603";"Itatira (CE)";2;0;0;NA;0
"5884";"230660";"NI";"2306603";"Itatira (CE)";0;85;451;0,188470066518847;Inf
"5885";"230660";"Parda";"2306603";"Itatira (CE)";13309;6;38;0,157894736842105;4,50822751521527
"5886";"230660";"Preta";"2306603";"Itatira (CE)";811;0;2;0;0
"5887";"230670";"Amarela";"2306702";"Jaguaretama (CE)";423;0;0;NA;0
"5888";"230670";"Branca";"2306702";"Jaguaretama (CE)";6023;11;55;0,2;18,2633239249543
"5889";"230670";"Indígena";"2306702";"Jaguaretama (CE)";4;0;0;NA;0
"5890";"230670";"NI";"2306702";"Jaguaretama (CE)";0;6;172;0,0348837209302326;Inf
"5891";"230670";"Parda";"2306702";"Jaguaretama (CE)";10095;40;239;0,167364016736402;39,6235760277365
"5892";"230670";"Preta";"2306702";"Jaguaretama (CE)";1318;16;67;0,238805970149254;121,396054628225
"5893";"230680";"Amarela";"2306801";"Jaguaribara (CE)";113;0;1;0;0
"5894";"230680";"Branca";"2306801";"Jaguaribara (CE)";3638;5;81;0,0617283950617284;13,7438152831226
"5895";"230680";"Indígena";"2306801";"Jaguaribara (CE)";2;0;0;NA;0
"5896";"230680";"NI";"2306801";"Jaguaribara (CE)";0;5;60;0,0833333333333333;Inf
"5897";"230680";"Parda";"2306801";"Jaguaribara (CE)";6100;38;145;0,262068965517241;62,2950819672131
"5898";"230680";"Preta";"2306801";"Jaguaribara (CE)";546;2;11;0,181818181818182;36,6300366300366
"5899";"230690";"Amarela";"2306900";"Jaguaribe (CE)";451;0;1;0;0
"5900";"230690";"Branca";"2306900";"Jaguaribe (CE)";12079;67;233;0,28755364806867;55,4681678946933
"5901";"230690";"Indígena";"2306900";"Jaguaribe (CE)";12;0;0;NA;0
